go,ivxv.ee/sessionstatus/api,v1.9.11,ivxv.ee/choices,choices/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/sessionstatus/api,v1.9.11,ivxv.ee/mid,mid/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/sessionstatus/api,v1.9.11,ivxv.ee/sessionstatus,sessionstatus/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/sessionstatus/api,v1.9.11,ivxv.ee/smartid,smartid/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/sessionstatus/api,v1.9.11,ivxv.ee/verification,verification/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/sessionstatus/api,v1.9.11,ivxv.ee/voting,voting/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,ivxv.ee/sessionstatus/api,v1.9.11,ivxv.ee/webeid,webeid/go.mod,common/external/go module cache,fixed IVXV Git tree,fixed IVXV Git tree via relative replace,public-verifiable,,Git commit identity,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash absent; go.mod hash absent; indirect=false; verification=local-replace
go,tivi.io/core,v0.2.2-0.20241127235149-149435f9e4f4,ivxv.ee/common/collector,common/collector/go.mod,common/external/go module cache,https://proxy.golang.org/tivi.io/core/@v/,Go proxy returned HTTP 404 on 2026-07-23,not-reconstructable-from-published-information,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:NgIyqKugpgiIia6wiRM6I9E1XStcitd1x8wIs0z75f8=; go.mod hash absent; indirect=false; verification=proxy-unavailable
go,tivi.io/core,v0.2.2-0.20241127235149-149435f9e4f4,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/tivi.io/core/@v/,Go proxy returned HTTP 404 on 2026-07-23,not-reconstructable-from-published-information,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:NgIyqKugpgiIia6wiRM6I9E1XStcitd1x8wIs0z75f8=; go.mod hash absent; indirect=false; verification=proxy-unavailable
gradle,Gradle binary distribution,8.11,common/java,common/java/javavar.mk,common/external/gradle-8.11,https://services.gradle.org/distributions/gradle-8.11-bin.zip,official Gradle distribution and checksum,public-verifiable,57dafb5c2622c6cc08b993c85b7c06956a2f53536432a30ead46166dbca0f1e9,no adjacent detached ZIP signature established,Apache-2.0,evidence/hashes/gradle/gradle-8.11-bin.txt,IVXV publishes the version but not the checksum or wrapper.
javascript,bootstrap,3.4.1,ivxv-admin web UI,Documentation/public/arhitektuur/tehnoloogiad.rst,common/external/js/bootstrap,https://www.npmjs.com/package/bootstrap,https://registry.npmjs.org/bootstrap/3.4.1,public-verifiable,990c17dbc1560f3262b6a5404c6ed01ff5a58487b8f553663a284c37fb8ec5cc,npm integrity and SHA-1 recorded; no detached signature,MIT,evidence/hashes/javascript/npm-artifacts.csv,"Registry tarball hash does not prove byte identity of the absent, unpacked IVXV external tree."
javascript,DataTables,2.3.2,ivxv-admin web UI,Documentation/public/arhitektuur/tehnoloogiad.rst,common/external/js/datatables,https://github.com/DataTables/DataTablesSrc,https://registry.npmjs.org/datatables.net/2.3.2,public-verifiable,c3fcde1335e1c26f6916a90778307ca7889e1deeb943c61ad763db126260e92e,npm integrity and SHA-1 recorded; no detached signature,MIT,evidence/hashes/javascript/npm-artifacts.csv,"Registry tarball hash does not prove byte identity of the absent, unpacked IVXV external tree."
javascript,Font Awesome,6.7.2,ivxv-admin web UI,Documentation/public/arhitektuur/tehnoloogiad.rst,common/external/js/font-awesome,https://www.npmjs.com/package/@fortawesome/fontawesome-free,https://registry.npmjs.org/@fortawesome/fontawesome-free/6.7.2,public-verifiable,794284b4ac7f3e30825bbeea1a073f542c45dff83f8146625f600f1015c9d52b,npm integrity and SHA-1 recorded; no detached signature,CC-BY-4.0 AND MIT AND OFL-1.1,evidence/hashes/javascript/npm-artifacts.csv,"Registry tarball hash does not prove byte identity of the absent, unpacked IVXV external tree."
javascript,jquery,3.7.1,ivxv-admin web UI,Documentation/public/arhitektuur/tehnoloogiad.rst,common/external/js/jquery,https://www.npmjs.com/package/jquery,https://registry.npmjs.org/jquery/3.7.1,public-verifiable,68a9f787516da47c680e09c187bcbac4536b6f85d90eb882844e12919e583f53,npm integrity and SHA-1 recorded; no detached signature,MIT,evidence/hashes/javascript/npm-artifacts.csv,"Registry tarball hash does not prove byte identity of the absent, unpacked IVXV external tree."
javascript,metisMenu,1.1.3,ivxv-admin web UI,Documentation/public/arhitektuur/tehnoloogiad.rst,common/external/js/startbootstrap-sb-admin-2/vendor,https://www.npmjs.com/package/metismenu,https://registry.npmjs.org/metismenu/1.1.3,public-verifiable,5ba3d94f5a0d3773346943ee50c35eb0e9c0c9bf2b29cde832cb4e76147e282f,npm integrity and SHA-1 recorded; no detached signature,MIT,evidence/hashes/javascript/npm-artifacts.csv,"Registry tarball hash does not prove byte identity of the absent, unpacked IVXV external tree."
javascript,SB Admin 2,3.3.7+1,ivxv-admin web UI,Documentation/public/arhitektuur/tehnoloogiad.rst,common/external/js/startbootstrap-sb-admin-2,https://github.com/StartBootstrap/startbootstrap-sb-admin-2,https://registry.npmjs.org/startbootstrap-sb-admin-2/3.3.7,public-historical-only,90ae6337459ea45af9a5315abb47aa2e8cc698e5ff754bce1fc85235e4489a4b,npm integrity and SHA-1 recorded; no detached signature,MIT,evidence/hashes/javascript/npm-artifacts.csv,Documented +1 maps to the historical WebJar release; npm tarball is upstream 3.3.7 and is not asserted byte-identical to the absent expected tree.
javascript-bundle,unpacked vendor tree,unknown composition,ivxv-admin web UI,debian packaging and HTML paths,common/external/js,multiple upstream distributions,none,not-reconstructable-from-published-information,,unknown,multiple,evidence/dependency-manifests/jvm-python-javascript-findings.md,"No lock/manifest identifies copied, rebuilt, minified, font, theme, or plugin files."
maven,ch.qos.cal10n:cal10n-api,0.8.1,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/ch.qos.cal10n/cal10n-api/0.8.1,https://repo.maven.apache.org/maven2/ch/qos/cal10n/cal10n-api/0.8.1/cal10n-api-0.8.1.jar,public-verifiable,b7a110770766cd2742eba4ee894713b17e69262841f8aeea8b3d1a666fb7d260,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,ch.qos.logback.contrib:logback-jackson,0.1.5,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/ch.qos.logback.contrib/logback-jackson/0.1.5,https://repo.maven.apache.org/maven2/ch/qos/logback/contrib/logback-jackson/0.1.5/logback-jackson-0.1.5.jar,public-verifiable,c6f8863934218faa1bfa0f325659aa899e6a28473de2ec09cf43192c78409ab4,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,ch.qos.logback.contrib:logback-json-classic,0.1.5,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/ch.qos.logback.contrib/logback-json-classic/0.1.5,https://repo.maven.apache.org/maven2/ch/qos/logback/contrib/logback-json-classic/0.1.5/logback-json-classic-0.1.5.jar,public-verifiable,257194ac9c57f65e72e7b18e60d7b78d3ea1bc85e734332a4a8bbb46a5af305a,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,ch.qos.logback:logback-classic,1.5.12,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/ch.qos.logback/logback-classic/1.5.12,https://repo.maven.apache.org/maven2/ch/qos/logback/logback-classic/1.5.12/logback-classic-1.5.12.jar,public-verifiable,ebe1a2ce1072b365090d58af40fcb7482d7864a31cd2b1c62c9b1d13f9a80c09,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,com.fasterxml.jackson.core:jackson-databind,2.18.1,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/com.fasterxml.jackson.core/jackson-databind/2.18.1,https://repo.maven.apache.org/maven2/com/fasterxml/jackson/core/jackson-databind/2.18.1/jackson-databind-2.18.1.jar,public-verifiable,711bc3bf86d31d02968b9279efb07a6ad60adfc0baa0e9fe66d71a0ac2556234,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,junit:junit,4.13.2,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/junit/junit/4.13.2,https://repo.maven.apache.org/maven2/junit/junit/4.13.2/junit-4.13.2.jar,public-verifiable,8e495b634469d64fb8acfa3495a065cbacc8a0fff55ce1e31007be4c16dc57d3,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,org.apache.commons:commons-collections4,4.4,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/org.apache.commons/commons-collections4/4.4,https://repo.maven.apache.org/maven2/org/apache/commons/commons-collections4/4.4/commons-collections4-4.4.jar,public-verifiable,1df8b9430b5c8ed143d7815e403e33ef5371b2400aadbe9bda0883762e0846d1,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,org.apache.pdfbox:pdfbox,3.0.3,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/org.apache.pdfbox/pdfbox/3.0.3,https://repo.maven.apache.org/maven2/org/apache/pdfbox/pdfbox/3.0.3/pdfbox-3.0.3.jar,public-verifiable,5be38d2ec81691b05d535eb720de4dc566c5d07e5a04731fa00668d153a8b4a6,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,org.bouncycastle:bcpkix-jdk15on,1.70,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/org.bouncycastle/bcpkix-jdk15on/1.70,https://repo.maven.apache.org/maven2/org/bouncycastle/bcpkix-jdk15on/1.70/bcpkix-jdk15on-1.70.jar,public-verifiable,e5b9cb821df57f70b0593358e89c0e8d7266515da9d088af6c646f63d433c07c,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,org.bouncycastle:bcprov-jdk15on,1.70,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/org.bouncycastle/bcprov-jdk15on/1.70,https://repo.maven.apache.org/maven2/org/bouncycastle/bcprov-jdk15on/1.70/bcprov-jdk15on-1.70.jar,public-verifiable,8f3c20e3e2d565d26f33e8d4857a37d0d7f8ac39b62a7026496fcab1bdac30d4,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,org.digidoc4j:digidoc4j,5.3.1,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/org.digidoc4j/digidoc4j/5.3.1,https://repo.maven.apache.org/maven2/org/digidoc4j/digidoc4j/5.3.1/digidoc4j-5.3.1.jar,public-verifiable,060f2b564f7128ebf7cb2115c011ed0590747e254625b9b33dedd8a2e2e0c45c,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,org.glassfish.jaxb:jaxb-runtime,4.0.5,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/org.glassfish.jaxb/jaxb-runtime/4.0.5,https://repo.maven.apache.org/maven2/org/glassfish/jaxb/jaxb-runtime/4.0.5/jaxb-runtime-4.0.5.jar,public-verifiable,485d8940e76373a7f300815ea5504bf5b726c234425ad30971019d133124cca4,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,org.hamcrest:hamcrest-library,3.0,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/org.hamcrest/hamcrest-library/3.0,https://repo.maven.apache.org/maven2/org/hamcrest/hamcrest-library/3.0/hamcrest-library-3.0.jar,public-verifiable,9d084005ad1dfbb3b020039c89f496e66d3fc0431e8eab6b5a497406013d09bb,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,org.mockito:mockito-core,5.14.2,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/org.mockito/mockito-core/5.14.2,https://repo.maven.apache.org/maven2/org/mockito/mockito-core/5.14.2/mockito-core-5.14.2.jar,public-verifiable,2296141c1e1f2e1ae35c08d36a9ab4563ecd66e03533fe82630a764e7aa49182,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,org.yaml:snakeyaml,2.3,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/org.yaml/snakeyaml/2.3,https://repo.maven.apache.org/maven2/org/yaml/snakeyaml/2.3/snakeyaml-2.3.jar,public-verifiable,63a76fe66b652360bd4c2c107e6f0258daa7d4bb492008ba8c26fcd230ff9146,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven,pl.pragmatists:JUnitParams,1.1.1,common/java (runtime or tests),common/java/build.gradle,common/external/java Gradle user home cache,https://central.sonatype.com/artifact/pl.pragmatists/JUnitParams/1.1.1,https://repo.maven.apache.org/maven2/pl/pragmatists/JUnitParams/1.1.1/JUnitParams-1.1.1.jar,public-verifiable,1be1aac16d424ce940d5407bef86656dc4ed5803c93e563cb1682ae07b591ecb,Maven Central sidecar signatures not evaluated,See upstream POM,evidence/hashes/java/maven-direct-artifacts.csv,Direct declaration. Gradle lockfiles and dependency-verification metadata are absent.
maven-transitive,ch.qos.logback.contrib:logback-json-core,0.1.5,ch.qos.logback.contrib:logback-jackson:0.1.5,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/ch.qos.logback.contrib%3Alogback-jackson/versions/0.1.5:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,ch.qos.logback:logback-classic,1.1.3,ch.qos.logback.contrib:logback-json-classic:0.1.5,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/ch.qos.logback.contrib%3Alogback-json-classic/versions/0.1.5:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
